amount1,amount2,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,piloting,instructions.started,instr_txt.started,key_resp_start.started,instructions.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,trial.started,question.started,button_1.started,button_2.started,key_resp.started,trial.stopped,trials_1.key_resp.keys,trials_1.key_resp.rt,trials_1.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.rt,trials_2.key_resp.duration,trials_3.key_resp.keys,trials_3.key_resp.rt,trials_3.key_resp.duration,bye.started,bye_txt.started,bye_txt.stopped,bye.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,True,0.024234417360275984,0.03291995916515589,0.03291995916515589,10.97407262539491,space,10.92225645808503,None,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £5 now,Receive £8 in 2 days time,0,0,0,left,8.642008292023093,None,0,0,0,2,,,,,,,,,10.999521459452808,,,,,,,,,,10.98798229219392,11.165918542072177,11.165918542072177,11.165918542072177,11.165918542072177,19.808889042120427,left,8.642008292023093,None,,,,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £1 now,Receive £7 in 7 days time,1,1,0,right,6.663606709334999,None,0,1,1,3,,,,,,,,,19.857891250401735,,,,,,,,,,19.81575620919466,20.007573375012726,20.007573375012726,20.007573375012726,20.007573375012726,26.691331709269434,right,6.663606709334999,None,,,,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £5 in 80 days time,Receive £4 now,2,2,0,right,4.380187791772187,None,0,2,2,5,,,,,,,,,26.717092500068247,,,,,,,,,,26.706161875277758,26.882800250314176,26.882800250314176,26.882800250314176,26.882800250314176,31.267481666989625,right,4.380187791772187,None,,,,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £10 in 14 days time,Receive £7 now,3,3,0,right,3.479991791769862,None,0,3,3,7,,,,,,,,,31.274242625106126,,,,,,,,,,31.26845912542194,31.465910834260285,31.465910834260285,31.465910834260285,31.465910834260285,34.95179500011727,right,3.479991791769862,None,,,,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £10 now,Receive £10 in 10 days time,4,4,0,left,5.598403333686292,None,0,4,4,0,,,,,,,,,34.95754545927048,,,,,,,,,,34.9528322503902,35.14919566735625,35.14919566735625,35.14919566735625,35.14919566735625,40.75075129233301,left,5.598403333686292,None,,,,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £8 now,Receive £10 in 30 days time,5,5,0,left,4.384325374849141,None,0,5,5,1,,,,,,,,,40.75793370930478,,,,,,,,,,40.754945875145495,40.949256209190935,40.949256209190935,40.949256209190935,40.949256209190935,45.34241841733456,left,4.384325374849141,None,,,,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £9 in 30 days time,Receive £2 now,6,6,0,right,6.4705232498236,None,0,6,6,6,,,,,,,,,45.349199125077575,,,,,,,,,,45.346411084290594,45.541211917065084,45.541211917065084,45.541211917065084,45.541211917065084,52.01748579228297,right,6.4705232498236,None,,,,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £10 in 5 days time,Receive £9 now,7,7,0,right,2.417378874961287,None,0,7,7,9,,,,,,,,,52.024485542438924,,,,,,,,,,52.018462375272065,52.21585354208946,52.21585354208946,52.21585354208946,52.21585354208946,54.63407429214567,right,2.417378874961287,None,,,,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £1 now,Receive £10 in 100 days time,8,8,0,left,2.166608375031501,None,0,8,8,4,,,,,,,,,54.64116170909256,,,,,,,,,,54.63504650024697,54.83256470924243,54.83256470924243,54.83256470924243,54.83256470924243,57.000713292043656,left,2.166608375031501,None,,,,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £3 in 90 days time,Receive £5 now,9,9,0,right,2.809865958057344,None,0,9,9,8,,,,,,,,,57.0078696673736,,,,,,,,,,57.001666916999966,57.19922783412039,57.19922783412039,57.19922783412039,57.19922783412039,60.017749042250216,right,2.809865958057344,None,,,,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
"Receive £100,000 now","Receive £7,000,000 in 1 year time",0,0,0,right,5.162383167073131,None,,,,,0,0,0,3,,,,,60.02497670939192,,,,,,,,,,60.02291875006631,60.216539500281215,60.216539500281215,60.216539500281215,60.216539500281215,65.38389008399099,,,,right,5.162383167073131,None,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
"Receive £100,000 in 5 days time","Receive £20,000 now",1,1,0,right,11.8778663338162,None,,,,,0,1,1,9,,,,,65.39114070916548,,,,,,,,,,65.38502329215407,65.58260150020942,65.58260150020942,65.58260150020942,65.58260150020942,77.4675125842914,,,,right,11.8778663338162,None,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
"Receive £10,000 now","Receive £100,000 in 10 days time",2,2,0,right,6.5735438340343535,None,,,,,0,2,2,0,,,,,77.47454070905223,,,,,,,,,,77.46856450010091,77.66615479206666,77.66615479206666,77.66615479206666,77.66615479206666,84.24246050044894,,,,right,6.5735438340343535,None,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
"Receive £1,000 in 14 days time",Receive £700 now,3,3,0,right,2.5723211667500436,None,,,,,0,3,3,7,,,,,84.2495335843414,,,,,,,,,,84.24346679216251,84.44086429243907,84.44086429243907,84.44086429243907,84.44086429243907,87.01807420933619,,,,right,2.5723211667500436,None,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
"Receive £6,000 now","Receive £20,000 in 100 days time",4,4,0,left,3.1109322500415146,None,,,,,0,4,4,4,,,,,87.0243392502889,,,,,,,,,,87.0224608341232,87.2161534591578,87.2161534591578,87.2161534591578,87.2161534591578,90.33410700038075,,,,left,3.1109322500415146,None,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
"Receive £500,000 in 80 days time","Receive £4,000 now",5,5,0,left,2.1562161669135094,None,,,,,0,5,5,5,,,,,90.34115650039166,,,,,,,,,,90.33512533409521,90.53282579220831,90.53282579220831,90.53282579220831,90.53282579220831,92.69306104211137,,,,left,2.1562161669135094,None,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
"Receive £30,000 in 90 days time","Receive £20,000 now",6,6,0,right,1.6288065002299845,None,,,,,0,6,6,8,,,,,92.69953929213807,,,,,,,,,,92.6942084170878,92.89115991722792,92.89115991722792,92.89115991722792,92.89115991722792,94.52588375005871,,,,right,1.6288065002299845,None,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
"Receive £80,000 now","Receive £200,000 in 30 days time",7,7,0,right,4.2754011657088995,None,,,,,0,7,7,1,,,,,94.53288016701117,,,,,,,,,,94.5269661671482,94.72451245924458,94.72451245924458,94.72451245924458,94.72451245924458,99.00074841734022,,,,right,4.2754011657088995,None,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
"Receive £5,000 now",Receive £800 in 2 days time,8,8,0,left,2.3579961247742176,None,,,,,0,8,8,2,,,,,99.00784775009379,,,,,,,,,,99.0017288341187,99.19948183419183,99.19948183419183,99.19948183419183,99.19948183419183,101.55910870945081,,,,left,2.3579961247742176,None,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
"Receive £8,000 in 30 days time","Receive £3,000 now",9,9,0,right,4.38616987504065,None,,,,,0,9,9,6,,,,,101.5661884592846,,,,,,,,,,101.5602077092044,101.7578204171732,101.7578204171732,101.7578204171732,101.7578204171732,106.15075300028548,,,,right,4.38616987504065,None,,,,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £10 in 5 days time,Receive £9 now,0,0,0,right,2.5870574577711523,None,,,,,,,,,0,0,0,9,106.15753275016323,,,,,,,,,,106.15542508428916,106.3494440424256,106.3494440424256,106.3494440424256,106.3494440424256,108.94255100004375,,,,,,,right,2.5870574577711523,None,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £10 in 14 days time,Receive £7 now,1,1,0,right,9.255075375083834,None,,,,,,,,,0,1,1,7,108.94947441713884,,,,,,,,,,108.9436328751035,109.14111408405006,109.14111408405006,109.14111408405006,109.14111408405006,118.40079366741702,,,,,,,right,9.255075375083834,None,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £5 in 80 days time,Receive £4 now,2,2,0,right,6.4237982500344515,None,,,,,,,,,0,2,2,5,118.40783837530762,,,,,,,,,,118.40179445920512,118.59944133413956,118.59944133413956,118.59944133413956,118.59944133413956,125.02586533408612,,,,,,,right,6.4237982500344515,None,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £5 now,Receive £8 in 2 days time,3,3,0,left,6.148944291751832,None,,,,,,,,,0,3,3,2,125.03285041730851,,,,,,,,,,125.02693358436227,125.22449295921251,125.22449295921251,125.22449295921251,125.22449295921251,131.375778417103,,,,,,,left,6.148944291751832,None,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £9 in 30 days time,Receive £2 now,4,4,0,right,5.51775341713801,None,,,,,,,,,0,4,4,6,131.38283262541518,,,,,,,,,,131.3767811250873,131.57448833435774,131.57448833435774,131.57448833435774,131.57448833435774,137.10082087526098,,,,,,,right,5.51775341713801,None,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £1 now,Receive £10 in 100 days time,5,5,0,left,3.170235500205308,None,,,,,,,,,0,5,5,4,137.107830459252,,,,,,,,,,137.10186287527904,137.29949508421123,137.29949508421123,137.29949508421123,137.29949508421123,140.47579766716808,,,,,,,left,3.170235500205308,None,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £1 now,Receive £7 in 7 days time,6,6,0,left,1.9761844594031572,None,,,,,,,,,0,6,6,3,140.48280637525022,,,,,,,,,,140.4767575841397,140.67446783417836,140.67446783417836,140.67446783417836,140.67446783417836,142.65918062534183,,,,,,,left,1.9761844594031572,None,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £10 now,Receive £10 in 10 days time,7,7,0,left,1.6078057498671114,None,,,,,,,,,0,7,7,0,142.66618691710755,,,,,,,,,,142.66027108440176,142.85778983402997,142.85778983402997,142.85778983402997,142.85778983402997,144.46740991715342,,,,,,,left,1.6078057498671114,None,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £3 in 90 days time,Receive £5 now,8,8,0,right,2.365370917133987,None,,,,,,,,,0,8,8,8,144.47451683413237,,,,,,,,,,144.46840366721153,144.66615675017238,144.66615675017238,144.66615675017238,144.66615675017238,147.03417012514547,,,,,,,right,2.365370917133987,None,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
Receive £8 now,Receive £10 in 30 days time,9,9,0,left,4.9966140408068895,None,,,,,,,,,0,9,9,1,147.04116687504575,,,,,,,,,,147.03517895936966,147.23281683400273,147.23281683400273,147.23281683400273,147.23281683400273,152.23419600026682,,,,,,,left,4.9966140408068895,None,,,,,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.2346316673793,152.24113991716877,155.2327798344195,155.22538700001314,2035764,001,2026-05-09_13h55.24.242,delay_discount,,2026.1.3,119.83762026689624,2026-05-09 13h55.24.365135 +0300,
